N,expected_E,expected_M
350,-1.18818,0.0464143
351,-1.18812,0.0464296
352,-1.18805,0.0464631
353,-1.18803,0.0464708
354,-1.188,0.0464497
355,-1.18799,0.0464073
356,-1.18803,0.0463539
357,-1.18811,0.0463877
358,-1.18812,0.0464832
359,-1.1881,0.0465538
360,-1.18804,0.0465978
361,-1.18802,0.0466676
362,-1.18807,0.046747
363,-1.18812,0.0468132
364,-1.18811,0.0468643
365,-1.18809,0.0469052
366,-1.18805,0.046947
367,-1.18805,0.0470425
368,-1.18801,0.0471016
369,-1.18799,0.0471604
370,-1.18796,0.0471811
371,-1.18804,0.0472453
372,-1.18811,0.0473328
373,-1.18823,0.0474627
374,-1.18833,0.0475893
375,-1.18836,0.0476811
376,-1.18843,0.0477846
377,-1.1885,0.047905
378,-1.18859,0.0480497
379,-1.18867,0.0481388
380,-1.18873,0.0482111
381,-1.18867,0.0483144
382,-1.18865,0.0484393
383,-1.18858,0.0486172
384,-1.18858,0.048787
385,-1.18864,0.0488914
386,-1.18871,0.0490166
387,-1.18877,0.049155
388,-1.18885,0.0493067
389,-1.18898,0.0494987
390,-1.18911,0.0497092
391,-1.18926,0.0499207
392,-1.18945,0.0501306
393,-1.18958,0.0502865
394,-1.18969,0.0504548
395,-1.18976,0.0506294
396,-1.18986,0.0508242
397,-1.18995,0.0510257
398,-1.19001,0.0512437
399,-1.19005,0.0514361
400,-1.19009,0.0516175
401,-1.19015,0.051806
402,-1.1901,0.0520114
403,-1.19013,0.052199
404,-1.19025,0.0523921
405,-1.19038,0.0526059
406,-1.19052,0.052832
407,-1.19063,0.0530373
408,-1.1907,0.0532461
409,-1.19081,0.0534538
410,-1.19092,0.0536898
411,-1.19106,0.0539591
412,-1.1912,0.0541869
413,-1.19137,0.0544199
414,-1.19152,0.0546527
415,-1.19162,0.0548795
416,-1.19175,0.0551269
417,-1.19184,0.0553501
418,-1.1919,0.0555766
419,-1.19197,0.0557914
420,-1.19204,0.0560067
421,-1.19211,0.0561867
422,-1.19221,0.0563531
423,-1.19229,0.0564979
424,-1.19234,0.0566755
425,-1.19237,0.0568932
426,-1.19238,0.0571329
427,-1.19247,0.0573742
428,-1.19254,0.0576318
429,-1.19258,0.057896
430,-1.19262,0.0581791
431,-1.19268,0.05851
432,-1.19272,0.0588648
433,-1.19275,0.0592259
434,-1.19278,0.0596124
435,-1.1929,0.0600083
436,-1.19302,0.0604312
437,-1.19315,0.0608485
438,-1.19325,0.0612447
439,-1.19336,0.0616246
440,-1.19347,0.0619905
441,-1.19353,0.0624009
442,-1.1936,0.0628321
443,-1.1937,0.0632244
444,-1.19375,0.0636405
445,-1.19386,0.0640692
446,-1.19397,0.0644108
447,-1.19411,0.0647391
448,-1.19427,0.0650598
449,-1.19446,0.065371
450,-1.1946,0.0656871
451,-1.19469,0.0659667
452,-1.19477,0.0662389
453,-1.19486,0.0665055
454,-1.19491,0.0667626
455,-1.195,0.0669881
456,-1.19514,0.0672193
457,-1.19524,0.0674372
458,-1.19531,0.0676502
459,-1.1954,0.0678732
460,-1.19548,0.0681026
461,-1.19556,0.068318
462,-1.19572,0.0685342
463,-1.19584,0.0687689
464,-1.19597,0.0689746
465,-1.1961,0.0691432
466,-1.19619,0.0693
467,-1.19627,0.0694557
468,-1.19632,0.0696179
469,-1.19634,0.0697791
470,-1.19639,0.0699621
471,-1.19651,0.0701677
472,-1.19665,0.0704017
473,-1.19678,0.0706364
474,-1.19687,0.0708599
475,-1.19698,0.0710867
476,-1.19711,0.0713277
477,-1.19716,0.0715929
478,-1.19726,0.0718636
479,-1.19733,0.072147
480,-1.19743,0.0724275
481,-1.1975,0.0727272
482,-1.1976,0.0730178
483,-1.19769,0.0733027
484,-1.19777,0.0735678
485,-1.19782,0.0738124
486,-1.19788,0.0740325
487,-1.19801,0.0742575
488,-1.1981,0.074473
489,-1.19821,0.074683
490,-1.19829,0.0749057
491,-1.19842,0.0751214
492,-1.19855,0.075361
493,-1.19864,0.0756061
494,-1.19875,0.0758838
495,-1.19883,0.0761604
496,-1.19887,0.0764496
497,-1.19889,0.076726
498,-1.19889,0.0770016
499,-1.19891,0.0773002
500,-1.19898,0.077588
501,-1.19903,0.0778651
502,-1.19908,0.0781386
503,-1.19916,0.0784314
504,-1.19924,0.0787159
505,-1.1993,0.0789794
506,-1.19939,0.0792178
507,-1.19951,0.0795093
508,-1.19961,0.0797976
509,-1.19975,0.0800896
510,-1.19985,0.0803878
511,-1.19995,0.0806971
512,-1.20011,0.0810316
513,-1.20021,0.0813322
514,-1.2003,0.0816268
515,-1.20037,0.0819231
516,-1.20044,0.082212
517,-1.20048,0.0825014
518,-1.20053,0.0827923
519,-1.20064,0.083101
520,-1.20074,0.0834069
521,-1.20084,0.0837098
522,-1.20093,0.0840176
523,-1.20098,0.0843105
524,-1.20103,0.0845844
525,-1.20109,0.0848457
526,-1.20115,0.0850825
527,-1.20122,0.0853161
528,-1.20128,0.0855102
529,-1.20133,0.0856945
530,-1.20135,0.0858702
531,-1.20143,0.0860889
532,-1.20148,0.0863256
533,-1.2015,0.0865779
534,-1.20151,0.0868562
535,-1.20154,0.0871574
536,-1.20151,0.0874261
537,-1.20147,0.0876942
538,-1.20145,0.0879375
539,-1.2014,0.0881781
540,-1.20136,0.0883959
541,-1.20129,0.0886129
542,-1.20131,0.0888177
543,-1.20124,0.088993
544,-1.20116,0.0891471
545,-1.20111,0.0892859
546,-1.20108,0.0894176
547,-1.20106,0.0895667
548,-1.20105,0.0897215
549,-1.20102,0.0898681
550,-1.20101,0.0900247
551,-1.20099,0.0901909
552,-1.20099,0.0903543
553,-1.20097,0.0905107
554,-1.20099,0.0906653
555,-1.20098,0.0908195
556,-1.20096,0.0909608
557,-1.20097,0.0910747
558,-1.20099,0.0911918
559,-1.20103,0.0913084
560,-1.20106,0.0914239
561,-1.20108,0.0915615
562,-1.20112,0.0916819
563,-1.20116,0.0917687
564,-1.20128,0.091856
565,-1.20137,0.0919306
566,-1.20145,0.092006
567,-1.20147,0.0920769
568,-1.20153,0.0921849
569,-1.20157,0.0922879
570,-1.20164,0.0923933
571,-1.20167,0.0924609
572,-1.20169,0.0925196
573,-1.2017,0.0925714
574,-1.20174,0.0926272
575,-1.20179,0.0926828
576,-1.20187,0.0927451
577,-1.20194,0.0928173
578,-1.202,0.0928855
579,-1.20202,0.0929326
580,-1.20208,0.0929972
581,-1.20212,0.0930458
582,-1.20215,0.0930759
583,-1.20215,0.0931015
584,-1.20214,0.0931134
585,-1.20213,0.0931022
586,-1.20214,0.0930922
587,-1.20214,0.093076
588,-1.20215,0.0930884
589,-1.20217,0.09309
590,-1.20217,0.0930915
591,-1.20218,0.0931178
592,-1.20217,0.0931402
593,-1.20218,0.0931595
594,-1.2022,0.093166
595,-1.20224,0.0931886
596,-1.20224,0.0932369
597,-1.2022,0.0932613
598,-1.2022,0.093294
599,-1.2022,0.0933085
600,-1.20221,0.093343
601,-1.20223,0.0933727
602,-1.20225,0.093392
603,-1.20227,0.0934315
604,-1.20232,0.0934679
605,-1.20237,0.0934896
606,-1.20243,0.093496
607,-1.20247,0.0935143
608,-1.20253,0.0935428
609,-1.20257,0.0935639
610,-1.20263,0.0936003
611,-1.20271,0.0936108
612,-1.20275,0.0935967
613,-1.20277,0.0935821
614,-1.20279,0.0935668
615,-1.20283,0.0935649
616,-1.20284,0.0935695
617,-1.20286,0.0936113
618,-1.20288,0.0936524
619,-1.20294,0.0937247
620,-1.20296,0.0937958
621,-1.20296,0.0938325
622,-1.203,0.0938457
623,-1.20301,0.0938754
624,-1.20304,0.0939029
625,-1.20307,0.093919
626,-1.20307,0.0939396
627,-1.2031,0.0939687
628,-1.20318,0.0939844
629,-1.20326,0.093993
630,-1.20333,0.0940276
631,-1.20339,0.0940513
632,-1.20348,0.0940823
633,-1.20358,0.0941305
634,-1.2037,0.0941934
635,-1.20378,0.0942548
636,-1.20387,0.0943346
637,-1.20398,0.0944279
638,-1.20407,0.0945398
639,-1.20419,0.0946429
640,-1.20427,0.0947369
641,-1.20435,0.094829
642,-1.20444,0.0949078
643,-1.20454,0.095014
644,-1.20465,0.0951146
645,-1.20471,0.0952319
646,-1.20475,0.0953449
647,-1.20482,0.0954655
648,-1.2049,0.0955978
649,-1.20497,0.0957082
650,-1.20505,0.0958354
651,-1.20512,0.0959521
652,-1.20521,0.0960776
653,-1.20531,0.0962162
654,-1.20543,0.0963566
655,-1.20555,0.0965044
656,-1.20562,0.096632
657,-1.20568,0.0967598
658,-1.20576,0.0968763
659,-1.20583,0.0970049
660,-1.20588,0.0971527
661,-1.2059,0.0972983
662,-1.20596,0.0974435
663,-1.20605,0.0976018
664,-1.20611,0.0977307
665,-1.20617,0.0978583
666,-1.20621,0.0979868
667,-1.20623,0.098104
668,-1.20628,0.0982578
669,-1.20634,0.0984167
670,-1.2064,0.0986015
671,-1.20648,0.0987729
672,-1.20658,0.0989536
673,-1.20665,0.0991183
674,-1.20675,0.0992964
675,-1.2068,0.0994862
676,-1.2068,0.0996749
677,-1.20681,0.0998674
678,-1.20685,0.100043
679,-1.20686,0.100197
680,-1.2069,0.100338
681,-1.20693,0.100499
682,-1.20694,0.100664
683,-1.2069,0.100803
684,-1.2069,0.100942
685,-1.2069,0.1011
686,-1.2069,0.101268
687,-1.20692,0.101439
688,-1.20693,0.101578
689,-1.20692,0.101695
690,-1.20691,0.101816
691,-1.20691,0.101932
692,-1.2069,0.102042
693,-1.20689,0.102147
694,-1.2069,0.102261
695,-1.20689,0.102361
696,-1.20694,0.102465
697,-1.20691,0.102559
698,-1.20691,0.102664
699,-1.2069,0.102777
700,-1.20689,0.102867
701,-1.20691,0.102973
702,-1.20693,0.103047
703,-1.20692,0.103116
704,-1.20691,0.103193
705,-1.20693,0.103269
706,-1.20693,0.10335
707,-1.20694,0.103466
708,-1.20692,0.103596
709,-1.20688,0.103714
710,-1.20684,0.103839
711,-1.20684,0.103965
712,-1.20682,0.104092
713,-1.20683,0.104207
714,-1.20682,0.104336
715,-1.20681,0.10446
716,-1.20682,0.104608
717,-1.20685,0.104755
718,-1.20689,0.104901
719,-1.20692,0.105041
720,-1.20695,0.105158
721,-1.20693,0.105277
722,-1.20692,0.105425
723,-1.20687,0.10555
724,-1.20684,0.105681
725,-1.20687,0.105815
726,-1.20687,0.105931
727,-1.20684,0.106054
728,-1.20683,0.106175
729,-1.2068,0.106293
730,-1.2068,0.106422
731,-1.20679,0.106531
732,-1.20679,0.106652
733,-1.20675,0.106756
734,-1.20671,0.106836
735,-1.2067,0.106928
736,-1.20668,0.107002
737,-1.2067,0.107085
738,-1.20669,0.10716
739,-1.20667,0.107211
740,-1.20667,0.107252
741,-1.20668,0.107301
742,-1.20662,0.107349
743,-1.20657,0.107406
744,-1.20654,0.107464
745,-1.20652,0.107508
746,-1.20652,0.107555
747,-1.20647,0.10758
748,-1.20642,0.107613
749,-1.20635,0.107628
750,-1.20632,0.107654
751,-1.20629,0.107685
752,-1.2063,0.107718
753,-1.2063,0.10773
754,-1.20633,0.107731
755,-1.20634,0.107725
756,-1.20635,0.107752
757,-1.20636,0.107794
758,-1.20634,0.107842
759,-1.20633,0.107873
760,-1.20636,0.10789
761,-1.20642,0.10792
762,-1.20648,0.107962
763,-1.20653,0.107992
764,-1.20656,0.108001
765,-1.20659,0.108006
766,-1.20661,0.107999
767,-1.20658,0.107967
768,-1.20656,0.107935
769,-1.20653,0.107897
770,-1.20654,0.107866
771,-1.20654,0.107833
772,-1.20655,0.107803
773,-1.20656,0.107768
774,-1.20659,0.10776
775,-1.20659,0.107741
776,-1.20661,0.107728
777,-1.20661,0.107709
778,-1.20663,0.107685
779,-1.20664,0.107659
780,-1.20667,0.107627
781,-1.20669,0.10757
782,-1.20672,0.107526
783,-1.20675,0.107482
784,-1.20678,0.107452
785,-1.20679,0.107438
786,-1.20681,0.107437
787,-1.20677,0.107448
788,-1.20674,0.107454
789,-1.20672,0.107456
790,-1.20672,0.107459
791,-1.20675,0.107443
792,-1.20679,0.10743
793,-1.20683,0.107412
794,-1.20686,0.107399
795,-1.20685,0.10738
796,-1.20687,0.107367
797,-1.20687,0.107354
798,-1.20688,0.107342
799,-1.20687,0.107311
800,-1.20687,0.107288
801,-1.20684,0.10725
802,-1.20687,0.107208
803,-1.20689,0.107156
804,-1.20693,0.10713
805,-1.20694,0.107104
806,-1.20693,0.10709
807,-1.20694,0.107076
808,-1.20693,0.107048
809,-1.20691,0.107028
810,-1.2069,0.10702
811,-1.20689,0.107013
812,-1.20688,0.106974
813,-1.2069,0.106912
814,-1.20693,0.106832
815,-1.20696,0.106761
816,-1.20698,0.106707
817,-1.207,0.106636
818,-1.20702,0.106566
819,-1.20704,0.106487
820,-1.20703,0.106377
821,-1.20705,0.106267
822,-1.20703,0.106163
823,-1.20699,0.106063
824,-1.20698,0.105975
825,-1.20696,0.105866
826,-1.20692,0.105762
827,-1.2069,0.105681
828,-1.2069,0.105614
829,-1.20692,0.105539
830,-1.20693,0.105464
831,-1.20695,0.105395
832,-1.20699,0.105336
833,-1.20699,0.105272
834,-1.20697,0.105214
835,-1.20695,0.105149
836,-1.20695,0.105081
837,-1.20693,0.10501
838,-1.20692,0.104919
839,-1.20691,0.104828
840,-1.20692,0.104716
841,-1.20692,0.104601
842,-1.2069,0.104488
843,-1.20686,0.104375
844,-1.20685,0.104254
845,-1.20689,0.104139
846,-1.2069,0.104026
847,-1.2069,0.103936
848,-1.20692,0.103839
849,-1.2069,0.103735
850,-1.20688,0.10364
851,-1.20686,0.103544
852,-1.20684,0.10345
853,-1.20683,0.103352
854,-1.20683,0.103245
855,-1.20684,0.103131
856,-1.20683,0.103014
857,-1.20681,0.102905
858,-1.20681,0.102787
859,-1.20677,0.102691
860,-1.20675,0.102616
861,-1.20674,0.102527
862,-1.20674,0.102413
863,-1.20675,0.102303
864,-1.20677,0.102196
865,-1.20678,0.102089
866,-1.20678,0.101993
867,-1.20678,0.101904
868,-1.20677,0.101834
869,-1.20676,0.101774
870,-1.2068,0.101715
871,-1.2068,0.101659
872,-1.20681,0.101601
873,-1.20684,0.101545
874,-1.20685,0.101495
875,-1.20687,0.101444
876,-1.20689,0.101398
877,-1.2069,0.101333
878,-1.20694,0.10124
879,-1.20698,0.101143
880,-1.20701,0.101043
881,-1.20706,0.100953
882,-1.20706,0.100858
883,-1.20708,0.100766
884,-1.20712,0.100657
885,-1.20716,0.100561
886,-1.2072,0.100462
887,-1.20726,0.100357
888,-1.20728,0.100276
889,-1.2073,0.100188
890,-1.2073,0.100102
891,-1.20732,0.100009
892,-1.20732,0.0999247
893,-1.20733,0.0998327
894,-1.20733,0.0997421
895,-1.20733,0.0996561
896,-1.20734,0.0995857
897,-1.20734,0.0995046
898,-1.20734,0.0994045
899,-1.20733,0.0992939
900,-1.20735,0.0991869
901,-1.20739,0.0990986
902,-1.20739,0.0990266
903,-1.2074,0.0989349
904,-1.20746,0.0988544
905,-1.20747,0.0987832
906,-1.20748,0.0987245
907,-1.20747,0.0986796
908,-1.20748,0.0986348
909,-1.20749,0.098607
910,-1.20748,0.0985644
911,-1.2075,0.0985181
912,-1.20753,0.0984803
913,-1.20757,0.0984241
914,-1.20761,0.0983689
915,-1.2076,0.0983047
916,-1.20763,0.0982424
917,-1.20766,0.0981673
918,-1.20769,0.0980756
919,-1.2077,0.0979745
920,-1.20768,0.0978733
921,-1.20766,0.0977917
922,-1.20766,0.0977056
923,-1.20763,0.0976013
924,-1.2076,0.0975048
925,-1.2076,0.0974166
926,-1.20763,0.0973337
927,-1.20765,0.0972561
928,-1.20769,0.097192
929,-1.20771,0.0971311
930,-1.20773,0.0970671
931,-1.20776,0.0970045
932,-1.20779,0.0969283
933,-1.20778,0.0968553
934,-1.20779,0.0967786
935,-1.20777,0.0967119
936,-1.20777,0.096638
937,-1.20775,0.0965744
938,-1.20774,0.0964991
939,-1.2077,0.0964134
940,-1.20769,0.0963255
941,-1.20769,0.0962457
942,-1.2077,0.0961679
