N,expected_E,expected_M
710,-1.99702,0.99924
711,-1.99702,0.999239
712,-1.99702,0.99924
713,-1.99703,0.999241
714,-1.99703,0.999241
715,-1.99703,0.999241
716,-1.99703,0.999241
717,-1.99703,0.999241
718,-1.99703,0.99924
719,-1.99702,0.99924
720,-1.99702,0.999239
721,-1.99702,0.999239
722,-1.99702,0.999238
723,-1.99702,0.999238
724,-1.99701,0.999237
725,-1.99701,0.999237
726,-1.99701,0.999237
727,-1.99701,0.999237
728,-1.99701,0.999236
729,-1.99701,0.999237
730,-1.99701,0.999236
731,-1.99701,0.999235
732,-1.997,0.999235
733,-1.99701,0.999235
734,-1.99701,0.999236
735,-1.99701,0.999236
736,-1.99701,0.999236
737,-1.997,0.999235
738,-1.997,0.999234
739,-1.997,0.999235
740,-1.997,0.999235
741,-1.99701,0.999236
742,-1.99701,0.999237
743,-1.99701,0.999238
744,-1.99702,0.999238
745,-1.99702,0.999238
746,-1.99702,0.999238
747,-1.99702,0.999238
748,-1.99701,0.999237
749,-1.99701,0.999238
750,-1.99701,0.999238
751,-1.99702,0.999238
752,-1.99702,0.999239
753,-1.99702,0.999239
754,-1.99702,0.999238
755,-1.99702,0.999239
756,-1.99702,0.99924
757,-1.99702,0.99924
758,-1.99702,0.999241
759,-1.99703,0.999241
760,-1.99703,0.999242
761,-1.99703,0.999242
762,-1.99703,0.999243
763,-1.99704,0.999243
764,-1.99704,0.999244
765,-1.99704,0.999244
766,-1.99704,0.999243
767,-1.99704,0.999244
768,-1.99704,0.999244
769,-1.99704,0.999244
770,-1.99704,0.999245
771,-1.99704,0.999244
772,-1.99704,0.999244
773,-1.99704,0.999244
774,-1.99703,0.999243
775,-1.99703,0.999243
776,-1.99703,0.999243
777,-1.99703,0.999243
778,-1.99704,0.999243
779,-1.99704,0.999244
780,-1.99704,0.999244
781,-1.99704,0.999244
782,-1.99704,0.999245
783,-1.99704,0.999245
784,-1.99704,0.999246
785,-1.99704,0.999245
786,-1.99705,0.999246
787,-1.99705,0.999247
788,-1.99705,0.999246
789,-1.99705,0.999247
790,-1.99705,0.999247
791,-1.99705,0.999247
792,-1.99705,0.999248
793,-1.99706,0.999249
794,-1.99705,0.999248
795,-1.99706,0.999249
796,-1.99706,0.999249
797,-1.99706,0.99925
798,-1.99706,0.99925
799,-1.99706,0.99925
800,-1.99706,0.99925
801,-1.99706,0.999251
802,-1.99707,0.999251
803,-1.99707,0.999252
804,-1.99707,0.999251
805,-1.99707,0.999252
806,-1.99707,0.999252
807,-1.99706,0.999251
808,-1.99707,0.999251
809,-1.99707,0.999252
810,-1.99707,0.999252
811,-1.99707,0.999252
812,-1.99707,0.999252
813,-1.99707,0.999252
814,-1.99707,0.999252
815,-1.99707,0.999253
816,-1.99707,0.999253
817,-1.99707,0.999253
818,-1.99707,0.999253
819,-1.99707,0.999253
820,-1.99707,0.999252
821,-1.99707,0.999252
822,-1.99707,0.999252
823,-1.99707,0.999251
824,-1.99707,0.999251
825,-1.99707,0.999252
826,-1.99707,0.999252
827,-1.99707,0.999252
828,-1.99707,0.999252
829,-1.99707,0.999252
830,-1.99707,0.999252
831,-1.99707,0.999252
832,-1.99707,0.999253
833,-1.99707,0.999253
834,-1.99708,0.999253
835,-1.99708,0.999254
836,-1.99708,0.999253
837,-1.99708,0.999254
838,-1.99708,0.999255
839,-1.99708,0.999255
840,-1.99708,0.999255
841,-1.99708,0.999255
842,-1.99708,0.999255
843,-1.99708,0.999255
844,-1.99708,0.999255
845,-1.99708,0.999255
846,-1.99709,0.999256
847,-1.99709,0.999256
848,-1.99709,0.999257
849,-1.99709,0.999257
850,-1.99709,0.999257
851,-1.99709,0.999257
852,-1.99709,0.999256
853,-1.99708,0.999255
854,-1.99708,0.999255
855,-1.99709,0.999255
856,-1.99709,0.999256
857,-1.99709,0.999256
858,-1.99709,0.999256
859,-1.99709,0.999257
860,-1.99709,0.999257
861,-1.99709,0.999257
862,-1.99709,0.999257
863,-1.99709,0.999256
864,-1.99708,0.999255
865,-1.99709,0.999256
866,-1.99709,0.999257
867,-1.99709,0.999257
868,-1.99709,0.999257
869,-1.99709,0.999257
870,-1.99709,0.999257
871,-1.99709,0.999257
872,-1.99709,0.999258
873,-1.9971,0.999258
874,-1.9971,0.999259
875,-1.9971,0.999259
876,-1.9971,0.999259
877,-1.9971,0.999259
878,-1.9971,0.999259
879,-1.9971,0.999259
880,-1.9971,0.999259
881,-1.9971,0.999259
882,-1.9971,0.999259
883,-1.9971,0.999259
884,-1.9971,0.99926
885,-1.9971,0.99926
886,-1.9971,0.99926
887,-1.9971,0.99926
888,-1.99711,0.999261
889,-1.99711,0.999261
890,-1.9971,0.99926
891,-1.9971,0.999261
892,-1.99711,0.999261
893,-1.99711,0.999261
894,-1.99711,0.999261
895,-1.99711,0.999261
896,-1.9971,0.99926
897,-1.9971,0.99926
898,-1.9971,0.99926
899,-1.9971,0.999261
900,-1.9971,0.99926
901,-1.9971,0.999259
902,-1.9971,0.99926
903,-1.9971,0.99926
904,-1.9971,0.99926
905,-1.99711,0.999261
906,-1.99711,0.999261
907,-1.99711,0.999261
908,-1.9971,0.999261
909,-1.9971,0.99926
910,-1.9971,0.999259
911,-1.9971,0.999258
912,-1.9971,0.999258
913,-1.9971,0.999258
914,-1.99709,0.999257
915,-1.99709,0.999257
916,-1.99709,0.999257
917,-1.99709,0.999256
918,-1.99708,0.999255
919,-1.99709,0.999255
920,-1.99709,0.999256
921,-1.99709,0.999256
922,-1.99708,0.999255
923,-1.99708,0.999255
924,-1.99708,0.999255
925,-1.99708,0.999255
926,-1.99709,0.999256
927,-1.99709,0.999256
928,-1.99709,0.999256
929,-1.99709,0.999256
930,-1.99708,0.999255
931,-1.99708,0.999255
932,-1.99708,0.999255
933,-1.99708,0.999255
934,-1.99708,0.999255
935,-1.99708,0.999255
936,-1.99708,0.999255
937,-1.99708,0.999255
938,-1.99709,0.999256
939,-1.99709,0.999256
940,-1.99709,0.999257
941,-1.99709,0.999257
942,-1.99709,0.999257
943,-1.99709,0.999257
944,-1.99709,0.999257
945,-1.99709,0.999257
946,-1.99709,0.999257
947,-1.99709,0.999257
948,-1.99709,0.999257
949,-1.99709,0.999257
950,-1.99709,0.999256
951,-1.99709,0.999257
952,-1.99709,0.999256
953,-1.99709,0.999257
954,-1.99709,0.999257
955,-1.99709,0.999258
956,-1.99709,0.999258
957,-1.99709,0.999258
958,-1.99709,0.999258
959,-1.9971,0.999259
960,-1.9971,0.999259
961,-1.9971,0.999259
962,-1.9971,0.999259
963,-1.9971,0.999259
964,-1.9971,0.999258
965,-1.9971,0.999259
966,-1.9971,0.999258
967,-1.9971,0.999259
968,-1.9971,0.999259
969,-1.9971,0.999259
970,-1.9971,0.999259
971,-1.9971,0.999259
972,-1.9971,0.999259
973,-1.9971,0.999259
974,-1.9971,0.999259
975,-1.9971,0.999259
976,-1.9971,0.999259
977,-1.9971,0.99926
978,-1.9971,0.999259
979,-1.9971,0.999259
980,-1.9971,0.999259
981,-1.9971,0.999259
982,-1.9971,0.999259
983,-1.9971,0.999259
984,-1.9971,0.99926
985,-1.9971,0.999259
986,-1.9971,0.999259
987,-1.9971,0.999259
988,-1.9971,0.999259
989,-1.9971,0.99926
990,-1.9971,0.99926
991,-1.9971,0.999259
992,-1.9971,0.999259
993,-1.9971,0.999259
994,-1.9971,0.999259
995,-1.9971,0.999259
996,-1.9971,0.999259
997,-1.9971,0.99926
998,-1.9971,0.99926
999,-1.9971,0.99926
1000,-1.9971,0.99926
1001,-1.9971,0.99926
1002,-1.9971,0.99926
1003,-1.9971,0.99926
1004,-1.99711,0.999261
1005,-1.99711,0.999261
1006,-1.99711,0.999261
1007,-1.99711,0.999261
1008,-1.99711,0.999261
1009,-1.99711,0.999261
1010,-1.9971,0.999261
1011,-1.99711,0.999261
1012,-1.99711,0.999261
1013,-1.99711,0.999261
1014,-1.99711,0.999262
1015,-1.99711,0.999262
1016,-1.99711,0.999263
1017,-1.99711,0.999263
1018,-1.99711,0.999262
1019,-1.99711,0.999261
1020,-1.99711,0.999261
1021,-1.99711,0.999261
1022,-1.99711,0.99926
1023,-1.99711,0.999261
1024,-1.99711,0.999261
1025,-1.99711,0.99926
1026,-1.99711,0.99926
1027,-1.99711,0.999261
1028,-1.99711,0.999261
1029,-1.99711,0.999261
1030,-1.99711,0.99926
1031,-1.99711,0.99926
1032,-1.99711,0.99926
1033,-1.9971,0.99926
1034,-1.9971,0.99926
1035,-1.9971,0.99926
1036,-1.9971,0.99926
1037,-1.9971,0.99926
1038,-1.9971,0.999259
1039,-1.9971,0.999259
1040,-1.9971,0.999259
1041,-1.9971,0.999259
1042,-1.9971,0.999258
1043,-1.9971,0.999258
1044,-1.9971,0.999258
1045,-1.9971,0.999258
1046,-1.99709,0.999257
1047,-1.99709,0.999257
1048,-1.99709,0.999257
1049,-1.99709,0.999257
1050,-1.99709,0.999257
1051,-1.99709,0.999257
1052,-1.99709,0.999257
1053,-1.99709,0.999257
1054,-1.99709,0.999257
1055,-1.99709,0.999258
1056,-1.99709,0.999258
1057,-1.9971,0.999258
1058,-1.9971,0.999258
1059,-1.9971,0.999259
1060,-1.9971,0.999259
1061,-1.9971,0.999259
1062,-1.9971,0.999258
1063,-1.9971,0.999258
1064,-1.9971,0.999258
1065,-1.9971,0.999258
1066,-1.9971,0.999259
1067,-1.9971,0.999259
1068,-1.9971,0.999259
1069,-1.9971,0.999259
1070,-1.9971,0.999259
1071,-1.9971,0.999259
